FIPS,STNAME,CTYNAME,AG1pop,AG2pop,AG3pop,AG4pop,AG5pop,TOT_POP,AG1per,AG2per,AG3per,AG4per,AG5per,AG1hosp,AG2hosp,AG3hosp,AG4hosp,AG5hosp,HospRate
20115,Kansas,Marion County,2907,3102,3158,1408,1375,11950,0.243263598,0.25958159,0.264267782,0.117824268,0.115062762,0.02165046,0.022635515,0.060490895,0.045244519,0.057036611,0.207058
20117,Kansas,Marshall County,2514,2527,2569,1043,1069,9722,0.258588768,0.259925941,0.26424604,0.107282452,0.109956799,0.0230144,0.022665542,0.060485919,0.041196462,0.054505585,0.201867908
20119,Kansas,Meade County,1183,1104,1060,389,410,4146,0.285335263,0.266280753,0.255668114,0.093825374,0.098890497,0.025394838,0.023219682,0.058522431,0.036028944,0.049020019,0.192185914
20121,Kansas,Miami County,9043,9430,9576,3149,2482,33680,0.268497625,0.279988124,0.28432304,0.093497625,0.073693587,0.023896289,0.024414964,0.065081544,0.035903088,0.036529911,0.185825796
20123,Kansas,Mitchell County,1644,1580,1476,745,705,6150,0.267317073,0.256910569,0.24,0.121138211,0.114634146,0.02379122,0.022402602,0.054936,0.046517073,0.056824146,0.204471041
20125,Kansas,Montgomery County,8686,8817,8228,3466,2923,32120,0.270423412,0.274501868,0.256164384,0.107907846,0.091002491,0.024067684,0.023936563,0.058636027,0.041436613,0.045109935,0.193186821
20127,Kansas,Morris County,1242,1388,1526,697,668,5521,0.224959247,0.251403731,0.276399203,0.126245245,0.120992574,0.020021373,0.021922405,0.063267778,0.048478174,0.059976019,0.213665749
20129,Kansas,Morton County,712,682,732,256,285,2667,0.266966629,0.255718035,0.274465692,0.095988001,0.106861642,0.02376003,0.022298613,0.062825197,0.036859393,0.052971316,0.198714548
20131,Kansas,Nemaha County,2886,2697,2524,933,1115,10155,0.284194978,0.265583456,0.248547514,0.091875923,0.109798129,0.025293353,0.023158877,0.056892526,0.035280355,0.054426933,0.195052043
20133,Kansas,Neosho County,4400,4311,4076,1682,1482,15951,0.275844775,0.270265187,0.255532568,0.105447934,0.092909535,0.024550185,0.023567124,0.058491405,0.040492007,0.046055257,0.193155978
20135,Kansas,Ness County,677,650,778,341,394,2840,0.238380282,0.228873239,0.273943662,0.120070423,0.138732394,0.021215845,0.019957746,0.062705704,0.046107042,0.068769648,0.218755986
20137,Kansas,Norton County,1132,1698,1488,537,575,5430,0.208471455,0.312707182,0.274033149,0.098895028,0.105893186,0.018553959,0.027268066,0.062726188,0.037975691,0.052491252,0.199015157
20139,Kansas,Osage County,4064,4196,4518,1793,1370,15941,0.254940092,0.263220626,0.283420112,0.11247726,0.085941911,0.022689668,0.022952839,0.064874864,0.043191268,0.042601405,0.196310043
20141,Kansas,Osborne County,775,908,924,384,484,3475,0.223021583,0.261294964,0.265899281,0.110503597,0.139280576,0.019848921,0.022784921,0.060864345,0.042433381,0.069041381,0.21497295
20143,Kansas,Ottawa County,1457,1538,1624,640,543,5802,0.251120303,0.265081007,0.279903482,0.110306791,0.093588418,0.022349707,0.023115064,0.064069907,0.042357808,0.046391779,0.198284264
20145,Kansas,Pawnee County,1264,2029,1892,725,652,6562,0.1926242,0.309204511,0.28832673,0.110484608,0.099359951,0.017143554,0.026962633,0.065997988,0.04242609,0.049252728,0.201782993
20147,Kansas,Phillips County,1329,1315,1402,717,554,5317,0.249952981,0.247319917,0.263682528,0.13485048,0.104194094,0.022245815,0.021566297,0.060356931,0.051782584,0.051649013,0.207600639
20149,Kansas,Pottawatomie County,7659,7627,5528,2006,1457,24277,0.315483791,0.314165671,0.227705235,0.082629649,0.060015653,0.028078057,0.027395247,0.052121728,0.031729785,0.029749759,0.169074577
20151,Kansas,Pratt County,2621,2644,2218,960,935,9378,0.279483898,0.281936447,0.236510983,0.102367242,0.099701429,0.024874067,0.024584858,0.054137364,0.039309021,0.049421998,0.192327309
20153,Kansas,Rawlins County,572,598,638,352,348,2508,0.228070175,0.238437002,0.254385965,0.140350877,0.138755981,0.020298246,0.020791707,0.058228947,0.053894737,0.06878134,0.221994976
20155,Kansas,Reno County,15576,18595,15851,6583,5737,62342,0.249847615,0.298274037,0.254258766,0.105594944,0.092024638,0.022236438,0.026009496,0.058199832,0.040548459,0.045616613,0.192610837
20157,Kansas,Republic County,1047,1070,1253,620,674,4664,0.22448542,0.22941681,0.268653516,0.132933105,0.144511149,0.019979202,0.020005146,0.06149479,0.051046312,0.071634177,0.224159627
20159,Kansas,Rice County,2552,2769,2367,972,871,9531,0.267757843,0.290525653,0.248347498,0.101983003,0.091386004,0.023830448,0.025333837,0.056846742,0.039161473,0.045300042,0.190472542
20161,Kansas,Riley County,17772,38290,10632,4081,2928,73703,0.24112994,0.519517523,0.144254644,0.05537088,0.039727012,0.021460565,0.045301928,0.033019888,0.021262418,0.01969268,0.140737479
20163,Kansas,Rooks County,1219,1325,1356,584,529,5013,0.243167764,0.264312787,0.270496709,0.116497108,0.105525633,0.021641931,0.023048075,0.061916697,0.044734889,0.052309056,0.203650648
20165,Kansas,Rush County,713,749,863,390,378,3093,0.23052053,0.242159715,0.279017135,0.126091174,0.122211445,0.020516327,0.021116327,0.063867022,0.048419011,0.060580213,0.214498901
20167,Kansas,Russell County,1617,1735,1866,873,816,6907,0.234110323,0.25119444,0.270160707,0.126393514,0.118141016,0.020835819,0.021904155,0.061839786,0.048535109,0.058562502,0.211677371
20169,Kansas,Saline County,13988,16495,14162,5367,4389,54401,0.257127626,0.303211338,0.260326097,0.098656275,0.080678664,0.022884359,0.026440029,0.059588644,0.037884009,0.039992414,0.186789454
20171,Kansas,Scott County,1426,1352,1171,503,445,4897,0.291198693,0.2760874,0.239125996,0.102715949,0.090871962,0.025916684,0.024074821,0.05473594,0.039442924,0.045045232,0.189215601
20173,Kansas,Sedgwick County,144542,171008,123570,44054,30433,513607,0.281425292,0.332954964,0.240592515,0.085773753,0.059253476,0.025046851,0.029033673,0.055071627,0.032937121,0.029371948,0.17146122
20175,Kansas,Seward County,7602,7495,4553,1198,932,21780,0.349035813,0.344123049,0.209044995,0.055004591,0.042791552,0.031064187,0.03000753,0.047850399,0.021121763,0.021211772,0.151255652
20177,Kansas,Shawnee County,46271,53660,45272,18516,13780,177499,0.260683159,0.302311562,0.255054958,0.104316081,0.07763424,0.023200801,0.026361568,0.05838208,0.040057375,0.038483293,0.186485117
20179,Kansas,Sheridan County,686,623,640,298,286,2533,0.270825109,0.245953415,0.252664824,0.117647059,0.112909593,0.024103435,0.021447138,0.057834978,0.045176471,0.055969285,0.204531307
20181,Kansas,Sherman County,1551,1736,1475,588,549,5899,0.26292592,0.294287167,0.25004238,0.099677912,0.093066621,0.023400407,0.025661841,0.057234701,0.038276318,0.046133124,0.190706391
20183,Kansas,Smith County,798,825,983,492,505,3603,0.221482098,0.228975853,0.272828199,0.136552873,0.140160977,0.019711907,0.019966694,0.062450375,0.052436303,0.069477796,0.224043075
20185,Kansas,Stafford County,1095,1018,1138,460,467,4178,0.262087123,0.243657252,0.272379129,0.110100527,0.111775969,0.023325754,0.021246912,0.062347583,0.042278602,0.055407348,0.204606199
20187,Kansas,Stanton County,590,560,487,178,172,1987,0.296930045,0.281831907,0.245093105,0.089582285,0.086562657,0.026426774,0.024575742,0.056101812,0.034399597,0.042909109,0.184413035
20189,Kansas,Stevens County,1747,1559,1369,463,421,5559,0.314265156,0.280446123,0.246267314,0.083288361,0.075733046,0.027969599,0.024454902,0.056370588,0.031982731,0.037540871,0.17831869
20191,Kansas,Sumner County,6168,6478,6047,2383,1920,22996,0.26822056,0.281701165,0.262958775,0.103626718,0.083492781,0.02387163,0.024564342,0.060191264,0.03979266,0.041387372,0.189807266
20193,Kansas,Thomas County,2159,2423,1767,707,655,7711,0.279989625,0.31422643,0.229153158,0.0916872,0.084943587,0.024919077,0.027400545,0.052453158,0.035207885,0.042106536,0.1820872
20195,Kansas,Trego County,556,672,825,394,346,2793,0.199069101,0.240601504,0.29538131,0.141066953,0.123881131,0.01771715,0.020980451,0.067612782,0.05416971,0.061407877,0.22188797
20197,Kansas,Wabaunsee County,1769,1760,1989,801,580,6899,0.256413973,0.255109436,0.288302653,0.116103783,0.084070155,0.022820844,0.022245543,0.065992477,0.044583853,0.041673576,0.197316292
20199,Kansas,Wallace County,417,362,374,183,167,1503,0.27744511,0.24085163,0.248835662,0.121756487,0.111111111,0.024692615,0.021002262,0.056958483,0.046754491,0.055077778,0.204485629
20201,Kansas,Washington County,1318,1372,1432,616,682,5420,0.243173432,0.253136531,0.264206642,0.113653137,0.125830258,0.021642435,0.022073506,0.0604769,0.043642804,0.062374059,0.210209705
20203,Kansas,Wichita County,612,541,526,221,205,2105,0.290736342,0.257007126,0.249881235,0.104988124,0.097387173,0.025875534,0.022411021,0.057197815,0.040315439,0.048274822,0.194074632
20205,Kansas,Wilson County,2275,2260,2276,1055,799,8665,0.26255049,0.260819388,0.262665897,0.121754183,0.09221004,0.023366994,0.022743451,0.060124224,0.046753606,0.045708517,0.198696792
20207,Kansas,Woodson County,739,810,861,441,332,3183,0.232170908,0.254476909,0.270499529,0.138548539,0.104304116,0.020663211,0.022190386,0.061917342,0.053202639,0.05170355,0.209677128
20209,Kansas,Wyandotte County,49842,56765,38436,12180,8101,165324,0.301480729,0.343356077,0.232488931,0.073673514,0.04900075,0.026831785,0.02994065,0.053216716,0.028290629,0.024289672,0.162569452
21001,Kentucky,Adair County,4686,5767,5191,2100,1471,19215,0.243871975,0.300130107,0.270153526,0.109289617,0.076554775,0.021704606,0.026171345,0.061838142,0.041967213,0.037948202,0.189629508
21003,Kentucky,Allen County,5341,6233,5823,2257,1468,21122,0.252864312,0.295095161,0.275684121,0.106855411,0.069500994,0.022504924,0.025732298,0.063104095,0.041032478,0.034451643,0.186825438
21005,Kentucky,Anderson County,5849,6798,6444,2158,1414,22663,0.258085867,0.299960288,0.284340114,0.095221286,0.062392446,0.022969642,0.026156537,0.065085452,0.036564974,0.030927935,0.18170454
21007,Kentucky,Ballard County,1893,2192,2224,950,720,7979,0.237247775,0.274721143,0.278731671,0.119062539,0.090236872,0.021115052,0.023955684,0.063801679,0.045720015,0.044730417,0.199322847
21009,Kentucky,Barren County,11317,13175,11866,4438,3380,44176,0.256179826,0.298238863,0.268607389,0.100461789,0.076512133,0.022800005,0.026006429,0.061484231,0.038577327,0.037927064,0.186795056
21011,Kentucky,Bath County,3394,3546,3363,1236,844,12383,0.27408544,0.286360333,0.271582008,0.099814261,0.068157958,0.024393604,0.024970621,0.062165122,0.038328676,0.0337859,0.183643923
21013,Kentucky,Bell County,6194,7895,7375,3012,2093,26569,0.233128834,0.297150815,0.277579134,0.1133652,0.078776017,0.020748466,0.025911551,0.063537864,0.043532237,0.039049272,0.19277939
21015,Kentucky,Boone County,37254,41577,34898,11126,6678,131533,0.283229304,0.316095581,0.265317449,0.084587138,0.050770529,0.025207408,0.027563535,0.060731164,0.032481461,0.025166951,0.171150519
21017,Kentucky,Bourbon County,5044,5770,5555,2117,1698,20184,0.249900912,0.285869996,0.275217994,0.104885057,0.08412604,0.022241181,0.024927864,0.062997399,0.040275862,0.041701278,0.192143584
21019,Kentucky,Boyd County,10914,13980,13125,5245,3976,47240,0.231033023,0.295935648,0.277836579,0.111028789,0.084165961,0.020561939,0.025805588,0.063596793,0.042635055,0.041721067,0.194320442
21021,Kentucky,Boyle County,7132,9502,7709,3192,2565,30100,0.236943522,0.315681063,0.256112957,0.106046512,0.085215947,0.021087973,0.027527389,0.058624256,0.04072186,0.042241545,0.190203023
21023,Kentucky,Bracken County,2093,2378,2398,839,531,8239,0.254035684,0.288627261,0.29105474,0.101832747,0.064449569,0.022609176,0.025168297,0.06662243,0.039103775,0.031947651,0.185451329
21025,Kentucky,Breathitt County,2832,3910,3791,1398,795,12726,0.222536539,0.30724501,0.297894075,0.109853843,0.062470533,0.019805752,0.026791765,0.068187954,0.042183876,0.030966643,0.187935989
21027,Kentucky,Breckinridge County,5105,5553,5789,2411,1530,20388,0.250392388,0.272366098,0.283941534,0.118255837,0.075044144,0.022284923,0.023750324,0.064994217,0.045410241,0.037199382,0.193639087
21029,Kentucky,Bullitt County,19522,25823,23072,7895,4757,81069,0.240807214,0.318531128,0.284597072,0.097386177,0.05867841,0.021431842,0.027775914,0.06514427,0.037396292,0.029086888,0.180835206
21031,Kentucky,Butler County,3113,3748,3511,1380,1020,12772,0.243736298,0.293454432,0.274898215,0.108048857,0.079862199,0.021692531,0.025589226,0.062924201,0.041490761,0.039587692,0.191284411
21033,Kentucky,Caldwell County,3117,3552,3394,1492,1160,12715,0.245143531,0.279355092,0.266928824,0.117341722,0.09123083,0.021817774,0.024359764,0.061100008,0.045059221,0.045223122,0.19755989
21035,Kentucky,Calloway County,9170,14343,9008,3747,2867,39135,0.234317107,0.366500575,0.23017759,0.095745496,0.073259231,0.020854223,0.03195885,0.05268765,0.036766271,0.036314601,0.178581594
21037,Kentucky,Campbell County,22169,31608,24826,8604,5945,93152,0.237987375,0.339316386,0.266510649,0.092365167,0.063820423,0.021180876,0.029588389,0.061004288,0.035468224,0.031635783,0.17887756
21039,Kentucky,Carlisle County,1178,1307,1263,544,479,4771,0.246908405,0.273946762,0.264724376,0.114022218,0.100398239,0.021974848,0.023888158,0.06059541,0.043784532,0.049767407,0.200010354
21041,Kentucky,Carroll County,3045,3216,2841,980,655,10737,0.283598771,0.299525007,0.26459905,0.091273168,0.061004005,0.025240291,0.026118581,0.060566723,0.035048896,0.030239685,0.177214175
21043,Kentucky,Carter County,6747,7849,7343,2992,2073,27004,0.249851874,0.290660643,0.271922678,0.1107984,0.076766405,0.022236817,0.025345608,0.062243101,0.042546586,0.038053107,0.190425218
21045,Kentucky,Casey County,3978,4516,4197,1899,1298,15888,0.250377644,0.284239678,0.264161631,0.119524169,0.081696878,0.02228361,0.0247857,0.060466597,0.045897281,0.040497142,0.193930331
21047,Kentucky,Christian County,21505,28767,12608,4872,3919,71671,0.300051625,0.401375731,0.175914945,0.067977285,0.054680415,0.026704595,0.034999964,0.040266931,0.026103277,0.027105082,0.155179848
21049,Kentucky,Clark County,8831,10814,10124,3815,2665,36249,0.243620514,0.298325471,0.279290463,0.105244283,0.073519269,0.021682226,0.026013981,0.063929587,0.040413805,0.036443502,0.1884831
21051,Kentucky,Clay County,4623,6863,5554,1912,1153,20105,0.2299428,0.341357871,0.276249689,0.095100721,0.057348918,0.020464909,0.029766406,0.063233554,0.036518677,0.028427859,0.178411405
21053,Kentucky,Clinton County,2496,2875,2845,1152,838,10206,0.244562022,0.281697041,0.278757594,0.11287478,0.082108564,0.02176602,0.024563982,0.063807613,0.043343915,0.040701215,0.194182745
21055,Kentucky,Crittenden County,2149,2453,2461,1063,789,8915,0.241054403,0.275154234,0.276051598,0.119237241,0.088502524,0.021453842,0.023993449,0.063188211,0.0457871,0.043870701,0.198293303
21057,Kentucky,Cumberland County,1571,1718,1914,836,620,6659,0.23592131,0.257996696,0.287430545,0.125544376,0.093107073,0.020996997,0.022497312,0.065792852,0.04820904,0.046153176,0.203649377
21059,Kentucky,Daviess County,27046,30848,26082,9787,7341,101104,0.267506726,0.305111568,0.257971989,0.096801313,0.072608403,0.023808099,0.026605729,0.059049788,0.037171704,0.035991985,0.182627306
21061,Kentucky,Edmonson County,2586,3685,3457,1494,1052,12274,0.210689262,0.300228124,0.281652273,0.12172071,0.08570963,0.018751344,0.026179892,0.064470205,0.046740753,0.042486264,0.198628459
21063,Kentucky,Elliott County,1502,2493,2030,867,616,7508,0.200053277,0.332045818,0.270378263,0.115476825,0.082045818,0.017804742,0.028954395,0.061889584,0.044343101,0.040670112,0.193661934
21065,Kentucky,Estill County,3309,4079,4108,1659,1043,14198,0.233060995,0.287293985,0.289336526,0.116847443,0.073461051,0.020742429,0.025052035,0.066229131,0.044869418,0.036414643,0.193307656
21067,Kentucky,Fayette County,79291,126188,75087,25911,17303,323780,0.244891593,0.38973377,0.231907468,0.080026561,0.053440608,0.021795352,0.033984785,0.053083619,0.0307302,0.026490509,0.166084465
21069,Kentucky,Fleming County,3803,4125,3921,1564,1019,14432,0.263511641,0.285823171,0.271687916,0.108370288,0.070606984,0.023452536,0.02492378,0.062189364,0.041614191,0.034999882,0.187179753
21071,Kentucky,Floyd County,8605,10584,10068,4127,2461,35845,0.240061375,0.295271307,0.280875994,0.115134607,0.068656716,0.021365462,0.025747658,0.064292515,0.044211689,0.034033134,0.189650459
21073,Kentucky,Franklin County,12067,15866,13734,5548,3600,50815,0.237469251,0.312230641,0.270274525,0.10918036,0.070845223,0.021134763,0.027226512,0.061865839,0.041925258,0.035117977,0.187270349
21075,Kentucky,Fulton County,1449,1813,1621,746,491,6120,0.236764706,0.29624183,0.264869281,0.121895425,0.080228758,0.021072059,0.025832288,0.060628578,0.046807843,0.039769395,0.194110163
21077,Kentucky,Gallatin County,2349,2726,2524,779,454,8832,0.265964674,0.308650362,0.285778986,0.088201993,0.051403986,0.023670856,0.026914312,0.06541481,0.033869565,0.025480956,0.175350498
21079,Kentucky,Garrard County,4161,4913,5297,1881,1308,17560,0.236958998,0.279783599,0.301651481,0.107118451,0.074487472,0.021089351,0.02439713,0.069048024,0.041133485,0.03692344,0.192591429
21081,Kentucky,Grant County,7301,7717,6651,2116,1336,25121,0.290633335,0.307193185,0.264758569,0.084232316,0.053182596,0.025866367,0.026787246,0.060603236,0.032345209,0.026362613,0.171964671
21083,Kentucky,Graves County,9741,10927,9748,3929,2972,37317,0.261033845,0.292815607,0.261221427,0.105287135,0.079641986,0.023232012,0.025533521,0.059793585,0.04043026,0.039478533,0.18846791
21085,Kentucky,Grayson County,6702,7868,7074,2808,1869,26321,0.254625584,0.298924813,0.268758786,0.106682877,0.07100794,0.022661677,0.026066244,0.061518886,0.040966225,0.035198636,0.186411667
21087,Kentucky,Green County,2533,2990,3246,1313,967,11049,0.229251516,0.270612725,0.293782243,0.118834284,0.087519233,0.020403385,0.02359743,0.067246755,0.045632365,0.043383284,0.200263218
21089,Kentucky,Greenup County,8196,9964,9720,4264,3124,35268,0.23239197,0.2825224,0.275603947,0.120902801,0.088578882,0.020682885,0.024635953,0.063085743,0.046426676,0.043908552,0.198739809
21091,Kentucky,Hancock County,2420,2477,2375,879,607,8758,0.276318794,0.282827129,0.271180635,0.10036538,0.069308061,0.024592373,0.024662526,0.062073247,0.038540306,0.034356006,0.184224458
21093,Kentucky,Hardin County,29822,36672,28465,9158,6239,110356,0.270234514,0.332306354,0.257937946,0.082985973,0.056535213,0.024050872,0.028977114,0.059041996,0.031866614,0.028024505,0.1719611
21095,Kentucky,Harlan County,6538,7639,7287,3044,1901,26409,0.247567117,0.28925745,0.275928661,0.115263736,0.071983036,0.022033473,0.02522325,0.06316007,0.044261275,0.035681991,0.190360059
21097,Kentucky,Harrison County,4649,5351,5480,1918,1380,18778,0.247576952,0.284961125,0.291830866,0.102140803,0.073490255,0.022034349,0.02484861,0.066800085,0.039222068,0.036429119,0.189334232
21099,Kentucky,Hart County,5040,5444,5290,1838,1294,18906,0.266582037,0.287950915,0.279805353,0.097217814,0.06844388,0.023725801,0.02510932,0.064047445,0.037331641,0.033927631,0.184141839
21101,Kentucky,Henderson County,11525,13599,12455,4777,3235,45591,0.252791121,0.298282556,0.273189884,0.104779452,0.070956987,0.02249841,0.026010239,0.062533164,0.04023531,0.035173379,0.186450501
21103,Kentucky,Henry County,4170,4572,4534,1722,1108,16106,0.258909723,0.283869365,0.281509996,0.106916677,0.068794238,0.023042965,0.024753409,0.064437638,0.041056004,0.034101304,0.18739132
21105,Kentucky,Hickman County,927,1117,1248,609,520,4421,0.209681068,0.25265777,0.282289075,0.13775164,0.117620448,0.018661615,0.022031758,0.064615969,0.05289663,0.058304456,0.216510428
21107,Kentucky,Hopkins County,11081,13442,12231,4876,3438,45068,0.245872903,0.298260406,0.2713899,0.108192065,0.076284725,0.021882688,0.026008307,0.062121148,0.041545753,0.037814338,0.189372235
21109,Kentucky,Jackson County,3339,3985,3801,1454,863,13442,0.248400536,0.29645886,0.282770421,0.108168427,0.064201756,0.022107648,0.025851213,0.064726149,0.041536676,0.03182481,0.186046496
21111,Kentucky,Jefferson County,188800,258687,198527,73173,51330,770517,0.245030285,0.335731723,0.257654276,0.094966107,0.066617609,0.021807695,0.029275806,0.058977064,0.036466985,0.033022349,0.179549899
21113,Kentucky,Jessamine County,14521,17246,14066,4809,3278,53920,0.26930638,0.319844214,0.260867953,0.089187685,0.060793769,0.023968268,0.027890415,0.059712674,0.034248071,0.030135471,0.1759549
21115,Kentucky,Johnson County,5377,6587,6305,2548,1569,22386,0.240194765,0.294246404,0.281649245,0.113821138,0.070088448,0.021377334,0.025658286,0.064469512,0.043707317,0.034742844,0.189955293
21117,Kentucky,Kenton County,43066,56002,43004,14714,9265,166051,0.259354054,0.33725783,0.258980675,0.08861133,0.055796111,0.023082511,0.029408883,0.059280676,0.034026751,0.027658132,0.173456953
21119,Kentucky,Knott County,3563,4366,4403,1737,1057,15126,0.235554674,0.288642073,0.291088193,0.114835383,0.069879677,0.020964366,0.025169589,0.066630087,0.044096787,0.034639356,0.191500185
21121,Kentucky,Knox County,8151,9612,8135,3148,2258,31304,0.26038206,0.307053412,0.259870943,0.100562228,0.072131357,0.023174003,0.026775058,0.059484459,0.038615896,0.035755514,0.183804929
21123,Kentucky,Larue County,3512,4289,3982,1427,1097,14307,0.245474243,0.299783323,0.278325295,0.099741385,0.076675753,0.021847208,0.026141106,0.06370866,0.038300692,0.038008171,0.188005836
21125,Kentucky,Laurel County,15336,18985,16427,6041,3880,60669,0.252781486,0.312927525,0.270764311,0.099573093,0.063953584,0.022497552,0.02728728,0.061977951,0.038236068,0.031701792,0.181700643
21127,Kentucky,Lawrence County,4004,4505,4363,1677,1022,15571,0.257144692,0.28931989,0.280200372,0.107700212,0.065634834,0.022885878,0.025228694,0.064137865,0.041356881,0.032535187,0.186144506
21129,Kentucky,Lee County,1475,2187,2135,818,418,7033,0.209725579,0.310962605,0.30356889,0.11630883,0.059434096,0.018665577,0.027115939,0.069486919,0.044662591,0.029461482,0.189392507
21131,Kentucky,Leslie County,2370,3006,2949,1091,727,10143,0.233658681,0.296362023,0.290742384,0.107561865,0.071675047,0.020795623,0.025842768,0.066550932,0.041303756,0.035529321,0.1900224
21133,Kentucky,Letcher County,5157,6212,6253,2687,1590,21899,0.235490205,0.283665921,0.285538152,0.122699667,0.072606055,0.020958628,0.024735668,0.065359683,0.047116672,0.035990821,0.194161473
21135,Kentucky,Lewis County,3112,3850,3826,1443,1026,13257,0.234743909,0.290412612,0.288602248,0.108848156,0.077393075,0.020892208,0.02532398,0.066061055,0.041797692,0.038363747,0.192438681
21137,Kentucky,Lincoln County,6355,7007,6791,2610,1881,24644,0.257872099,0.284328843,0.275564032,0.105908132,0.076326895,0.022950617,0.024793475,0.063076607,0.040668723,0.037835242,0.189324663
21139,Kentucky,Livingston County,2045,2409,2782,1168,838,9242,0.221272452,0.260657866,0.301017096,0.126379572,0.090673014,0.019693248,0.022729366,0.068902813,0.048529755,0.044946613,0.204801796
21141,Kentucky,Logan County,6889,7868,7208,2889,2135,26989,0.25525214,0.291526177,0.26707177,0.10704361,0.079106303,0.02271744,0.025421083,0.061132728,0.041104746,0.039212994,0.189588992
21143,Kentucky,Lyon County,1290,2240,2399,1220,860,8009,0.161068798,0.279685354,0.29953802,0.15232863,0.107379198,0.014335123,0.024388563,0.068564253,0.058494194,0.053227869,0.219010001
21145,Kentucky,McCracken County,15892,19182,17332,7320,5620,65346,0.243197747,0.293545129,0.265234291,0.112019098,0.086003734,0.0216446,0.025597135,0.060712129,0.043015334,0.042632051,0.193601249
21147,Kentucky,McCreary County,4205,5896,4514,1738,1055,17408,0.241555607,0.338694853,0.259306066,0.099839154,0.06060432,0.021498449,0.029534191,0.059355159,0.038338235,0.030041561,0.178767595
21149,Kentucky,McLean County,2400,2506,2546,1055,745,9252,0.259403372,0.270860355,0.275183744,0.114029399,0.08052313,0.0230869,0.023619023,0.062989559,0.043787289,0.039915316,0.193398087
21151,Kentucky,Madison County,24074,33822,21735,7723,5014,92368,0.260631387,0.366165772,0.235308765,0.083611207,0.054282869,0.023196193,0.031929655,0.053862176,0.032106704,0.026908018,0.168002747
21153,Kentucky,Magoffin County,3020,3577,3642,1297,826,12362,0.244297039,0.289354473,0.294612522,0.104918298,0.066817667,0.021742436,0.02523171,0.067436806,0.040288626,0.033121518,0.187821097
21155,Kentucky,Marion County,5131,5827,5260,1874,1312,19404,0.264430014,0.300298907,0.271078128,0.096578025,0.067614925,0.023534271,0.026186065,0.062049784,0.037085962,0.033516718,0.182372799
21157,Kentucky,Marshall County,7022,8584,8776,3884,2925,31191,0.225129044,0.275207592,0.281363214,0.1245231,0.093777051,0.020036485,0.023998102,0.06440404,0.04781687,0.046485284,0.202740781
21159,Kentucky,Martin County,2423,4020,2999,1154,727,11323,0.213989225,0.355029586,0.264859136,0.101916453,0.064205599,0.019045041,0.03095858,0.060626256,0.039135918,0.031826716,0.181592511
21161,Kentucky,Mason County,4390,4920,4693,1882,1265,17150,0.255976676,0.286880466,0.273644315,0.109737609,0.073760933,0.022781924,0.025015977,0.062637184,0.042139242,0.036563294,0.189137621
21163,Kentucky,Meade County,7096,9485,8108,2466,1560,28715,0.247118231,0.330315166,0.282361135,0.085878461,0.054327007,0.021993523,0.028803483,0.064632464,0.032977329,0.026929897,0.175336695
21165,Kentucky,Menifee County,1386,1798,1914,808,545,6451,0.214850411,0.278716478,0.296698186,0.125251899,0.084483026,0.019121687,0.024304077,0.067914215,0.048096729,0.041878236,0.201314943
21167,Kentucky,Mercer County,5222,6081,6382,2389,1700,21774,0.239827317,0.279278038,0.293101865,0.109718012,0.078074768,0.021344631,0.024353045,0.067091017,0.042131717,0.038701663,0.193622072
21169,Kentucky,Metcalfe County,2559,2786,2811,1033,841,10030,0.255134596,0.2777667,0.280259222,0.102991027,0.083848455,0.022706979,0.024221256,0.064151336,0.039548554,0.041563679,0.192191805
21171,Kentucky,Monroe County,2653,3044,3005,1185,831,10718,0.247527524,0.28400821,0.280369472,0.110561672,0.077533122,0.02202995,0.024765516,0.064176572,0.042455682,0.038433169,0.191860888
21173,Kentucky,Montgomery County,7300,8881,7551,2710,1761,28203,0.258837712,0.314895578,0.267737475,0.096089069,0.062440166,0.023036556,0.027458894,0.061285108,0.036898202,0.03095159,0.179630351
21175,Kentucky,Morgan County,2670,4688,3752,1366,869,13345,0.200074934,0.351292619,0.28115399,0.102360435,0.065118022,0.017806669,0.030632716,0.064356148,0.039306407,0.032279003,0.184380944
21177,Kentucky,Muhlenberg County,7165,9484,8240,3394,2491,30774,0.232826412,0.308182232,0.267758497,0.110287905,0.080944954,0.020721551,0.026873491,0.06128992,0.042350556,0.040124413,0.19135993
21179,Kentucky,Nelson County,11793,14176,12707,4503,2672,45851,0.257202678,0.309175372,0.277136813,0.098209417,0.058275719,0.022891038,0.026960092,0.063436616,0.037712416,0.028887274,0.179887438
21181,Kentucky,Nicholas County,1876,2073,2032,718,467,7166,0.261791795,0.289282724,0.283561262,0.100195367,0.065168853,0.02329947,0.025225454,0.064907173,0.038475021,0.0323042,0.184211317
21183,Kentucky,Ohio County,6416,7093,6291,2515,1772,24087,0.26636775,0.294474198,0.261178229,0.104413169,0.073566654,0.02370673,0.02567815,0.059783697,0.040094657,0.03646699,0.185730224
21185,Kentucky,Oldham County,18648,20130,18915,5687,3090,66470,0.280547615,0.302843388,0.284564465,0.085557394,0.046487137,0.024968738,0.026407943,0.065136806,0.032854039,0.023043674,0.172411201
21187,Kentucky,Owen County,2641,3095,3131,1229,784,10880,0.242738971,0.284466912,0.287775735,0.112959559,0.072058824,0.021603768,0.024805515,0.065871866,0.043376471,0.035719559,0.191377178
